iter	Passed	Remaining
1657	122288	246494
1658	122382	246462
1659	122465	246405
1660	122560	246374
1661	122645	246324
1662	122741	246294
1663	122842	246275
1664	122944	246258
1665	123040	246229
1666	123121	246168
1667	123191	246086
1668	123263	246009
1669	123351	245964
1670	123432	245905
1671	123508	245835
1672	123579	245756
1673	123653	245681
1674	123722	245598
1675	123792	245515
1676	123856	245422
1677	123931	245350
1678	124008	245284
1679	124077	245201
1680	124152	245128
1681	124222	245047
1682	124301	244984
1683	124389	244938
1684	124474	244885
1685	124561	244837
1686	124638	244770
1687	124704	244680
1688	124773	244597
1689	124843	244516
1690	124917	244442
1691	124992	244370
1692	125065	244295
1693	125133	244209
1694	125197	244116
1695	125266	244032
1696	125331	243942
1697	125406	243870
1698	125473	243783
1699	125552	243718
1700	125635	243663
1701	125713	243597
1702	125791	243531
1703	125861	243450
1704	125927	243360
1705	126006	243296
1706	126092	243246
1707	126177	243193
1708	126272	243161
1709	126371	243135
1710	126452	243076
1711	126520	242989
1712	126596	242919
1713	126667	242840
1714	126743	242771
1715	126819	242701
1716	126899	242639
1717	126975	242569
1718	127043	242483
1719	127113	242403
1720	127199	242352
1721	127283	242297
1722	127366	242240
1723	127479	242241
1724	127594	242244
1725	127671	242175
1726	127748	242108
1727	127813	242017
1728	127882	241934
1729	127946	241841
1730	128022	241770
1731	128091	241688
1732	128162	241608
1733	128249	241558
1734	128330	241498
1735	128401	241418
1736	128467	241329
1737	128537	241247
1738	128607	241166
1739	128681	241092
1740	128758	241023
1741	128834	240955
1742	128903	240870
1743	128976	240794
1744	129087	240790
1745	129170	240733
1746	129255	240679
1747	129327	240603
1748	129388	240505
1749	129457	240421
1750	129523	240331
1751	129591	240247
1752	129660	240164
1753	129740	240101
1754	129815	240028
1755	129888	239953
1756	129958	239872
1757	130033	239799
1758	130106	239723
1759	130174	239639
1760	130259	239586
1761	130331	239508
1762	130407	239438
1763	130477	239357
1764	130546	239272
1765	130619	239197
1766	130706	239148
1767	130779	239071
1768	130847	238987
1769	130927	238923
1770	131017	238879
1771	131098	238817
1772	131185	238768
1773	131281	238733
1774	131341	238634
1775	131405	238541
1776	131480	238470
1777	131549	238387
1778	131615	238298
1779	131690	238226
1780	131766	238156
1781	131853	238105
1782	131922	238022
1783	131987	237933
1784	132060	237857
1785	132124	237764
1786	132199	237692
1787	132273	237619
1788	132348	237545
1789	132423	237474
1790	132497	237401
1791	132569	237322
1792	132640	237244
1793	132721	237182
1794	132787	237094
1795	132863	237022
1796	132940	236955
1797	133015	236882
1798	133079	236791
1799	133147	236706
1800	133220	236631
1801	133287	236543
1802	133372	236490
1803	133441	236408
1804	133512	236328
1805	133592	236264
1806	133661	236182
1807	133747	236129
1808	133814	236042
1809	133882	235958
1810	133961	235893
1811	134035	235818
1812	134097	235724
1813	134167	235643
1814	134234	235556
1815	134301	235471
1816	134365	235379
1817	134435	235298
1818	134498	235205
1819	134577	235140
1820	134648	235061
1821	134732	235005
1822	134801	234922
1823	134868	234837
1824	134948	234773
1825	135013	234684
1826	135074	234587
1827	135145	234508
1828	135217	234430
1829	135284	234346
1830	135347	234251
1831	135412	234162
1832	135482	234082
1833	135552	234001
1834	135629	233932
1835	135718	233885
1836	135789	233806
1837	135861	233728
1838	135926	233640
1839	136026	233610
1840	136109	233552
1841	136189	233489
1842	136284	233450
1843	136353	233368
1844	136433	233305
1845	136506	233230
1846	136587	233168
1847	136668	233105
1848	136745	233036
1849	136811	232948
1850	136892	232887
1851	136971	232821
1852	137043	232745
1853	137110	232659
1854	137180	232578
1855	137257	232508
1856	137321	232418
1857	137390	232336
1858	137460	232255
1859	137534	232181
1860	137607	232105
1861	137676	232024
1862	137749	231949
1863	137820	231869
1864	137892	231792
1865	137966	231719
1866	138031	231629
1867	138106	231558
1868	138181	231485
1869	138251	231404
1870	138331	231341
1871	138394	231248
1872	138462	231164
1873	138527	231076
1874	138590	230984
1875	138663	230908
1876	138736	230833
1877	138800	230742
1878	138866	230655
1879	138938	230579
1880	139012	230504
1881	139094	230444
1882	139196	230416
1883	139270	230342
1884	139333	230252
1885	139394	230156
1886	139462	230073
1887	139531	229990
1888	139598	229905
1889	139692	229864
1890	139771	229799
1891	139843	229721
1892	139927	229663
1893	139996	229582
1894	140069	229507
1895	140141	229429
1896	140209	229346
1897	140283	229273
1898	140352	229190
1899	140420	229106
1900	140500	229042
1901	140574	228970
1902	140664	228921
1903	140762	228887
1904	140843	228824
1905	140923	228760
1906	141009	228706
1907	141100	228658
1908	141191	228612
1909	141272	228550
1910	141350	228483
1911	141416	228396
1912	141485	228313
1913	141563	228246
1914	141634	228167
1915	141708	228094
1916	141773	228006
1917	141839	227919
1918	141913	227844
1919	141991	227778
1920	142062	227699
1921	142129	227613
1922	142202	227538
1923	142273	227460
1924	142355	227399
1925	142421	227312
1926	142508	227258
1927	142574	227173
1928	142657	227113
1929	142724	227028
1930	142801	226959
1931	142880	226893
1932	142949	226810
1933	143017	226727
1934	143082	226639
1935	143155	226564
1936	143232	226494
1937	143294	226402
1938	143371	226333
1939	143437	226247
1940	143508	226167
1941	143582	226093
1942	143659	226024
1943	143726	225940
1944	143801	225868
1945	143865	225778
1946	143934	225696
1947	144006	225619
1948	144082	225549
1949	144159	225480
1950	144240	225417
1951	144303	225326
1952	144377	225252
1953	144461	225194
1954	144537	225123
1955	144625	225070
1956	144695	224992
1957	144768	224916
1958	144841	224840
1959	144916	224768
1960	145010	224725
1961	145114	224698
1962	145189	224626
1963	145259	224545
1964	145321	224452
1965	145397	224381
1966	145459	224290
1967	145527	224206
1968	145625	224170
1969	145695	224090
1970	145758	223999
1971	145824	223912
1972	145898	223838
1973	145984	223784
1974	146067	223723
1975	146149	223661
1976	146230	223599
1977	146296	223512
1978	146358	223419
1979	146423	223332
1980	146510	223279
1981	146588	223210
1982	146681	223165
1983	146746	223077
1984	146821	223006
1985	146894	222930
1986	146959	222843
1987	147041	222780
1988	147108	222696
1989	147177	222615
1990	147254	222545
1991	147332	222477
1992	147413	222414
1993	147482	222333
1994	147559	222263
1995	147658	222227
1996	147728	222146
1997	147811	222086
1998	147879	222003
1999	147964	221946
2000	148037	221871
2001	148103	221785
2002	148184	221721
2003	148248	221633
2004	148319	221555
2005	148386	221469
2006	148459	221395
2007	148539	221329
2008	148615	221259
2009	148698	221198
2010	148762	221110
2011	148839	221039
2012	148911	220962
2013	148978	220878
2014	149054	220807
2015	149130	220736
2016	149202	220659
2017	149275	220584
2018	149336	220490
2019	149400	220402
2020	149470	220322
2021	149537	220238
2022	149618	220174
2023	149684	220089
2024	149751	220006
2025	149823	219929
2026	149892	219847
2027	149968	219776
2028	150036	219692
2029	150105	219612
2030	150182	219542
2031	150250	219461
2032	150314	219371
2033	150383	219290
2034	150454	219212
2035	150535	219148
2036	150622	219093
2037	150708	219037
2038	150787	218970
2039	150870	218909
2040	150966	218867
2041	151067	218833
2042	151162	218789
2043	151245	218728
2044	151321	218657
2045	151395	218583
2046	151462	218500
2047	151528	218413
2048	151617	218361
2049	151703	218304
2050	151774	218226
2051	151838	218139
2052	151921	218077
2053	151999	218008
2054	152069	217929
2055	152144	217857
2056	152210	217771
2057	152280	217690
2058	152354	217617
2059	152427	217542
2060	152495	217459
2061	152568	217383
2062	152641	217308
2063	152711	217229
2064	152781	217150
2065	152855	217075
2066	152922	216991
2067	152990	216908
2068	153058	216826
2069	153164	216797
2070	153248	216738
2071	153324	216667
2072	153402	216598
2073	153470	216516
2074	153542	216439
2075	153632	216388
2076	153707	216314
2077	153784	216246
2078	153852	216162
2079	153920	216080
2080	153992	216004
2081	154061	215923
2082	154126	215836
2083	154202	215764
2084	154264	215674
2085	154325	215581
2086	154409	215522
2087	154496	215465
2088	154586	215414
2089	154676	215362
2090	154758	215300
2091	154836	215231
2092	154927	215181
2093	155006	215114
2094	155088	215051
2095	155167	214983
2096	155247	214918
2097	155330	214856
2098	155413	214795
2099	155495	214732
2100	155591	214688
2101	155680	214635
2102	155756	214563
2103	155837	214498
2104	155934	214456
2105	156033	214416
2106	156150	214400
2107	156246	214356
2108	156324	214288
2109	156414	214235
2110	156498	214174
2111	156580	214112
2112	156647	214028
2113	156723	213956
2114	156793	213876
2115	156865	213799
2116	156936	213720
2117	157001	213634
2118	157069	213552
2119	157145	213480
2120	157207	213389
2121	157274	213305
2122	157339	213219
2123	157409	213140
2124	157481	213063
2125	157551	212983
2126	157632	212918
2127	157706	212844
2128	157811	212811
2129	157907	212767
2130	157982	212694
2131	158068	212635
2132	158161	212587
2133	158265	212553
2134	158381	212535
2135	158467	212476
2136	158552	212416
2137	158631	212350
2138	158705	212275
2139	158772	212191
2140	158855	212128
2141	158927	212051
2142	158993	211966
2143	159087	211919
2144	159162	211846
2145	159242	211778
2146	159315	211703
2147	159393	211633
2148	159457	211546
2149	159530	211470
2150	159617	211412
2151	159686	211332
2152	159773	211274
2153	159856	211212
2154	159933	211142
2155	160007	211067
2156	160095	211011
2157	160215	210997
2158	160317	210960
2159	160417	210919
2160	160511	210871
2161	160622	210844
2162	160704	210780
2163	160804	210739
2164	160913	210711
2165	161032	210695
2166	161159	210689
2167	161255	210644
2168	161345	210589
2169	161453	210559
2170	161532	210490
2171	161625	210440
2172	161716	210387
2173	161803	210330
2174	161921	210311
2175	162039	210294
2176	162142	210256
2177	162252	210228
2178	162375	210216
2179	162469	210166
2180	162545	210094
2181	162622	210023
2182	162691	209940
2183	162762	209862
2184	162841	209792
2185	162925	209731
2186	163009	209668
2187	163102	209618
2188	163195	209567
2189	163271	209494
2190	163341	209414
2191	163409	209331
2192	163474	209244
2193	163551	209173
2194	163615	209084
2195	163688	209008
2196	163757	208927
2197	163822	208840
2198	163896	208764
2199	163960	208676
2200	164024	208588
2201	164091	208505
2202	164155	208417
2203	164224	208335
2204	164289	208249
2205	164348	208155
2206	164416	208072
2207	164480	207983
2208	164553	207907
2209	164625	207830
2210	164691	207745
2211	164762	207666
2212	164833	207586
2213	164906	207511
2214	164985	207442
2215	165062	207370
2216	165124	207281
2217	165196	207203
2218	165262	207117
2219	165329	207033
2220	165397	206951
2221	165467	206871
2222	165543	206799
2223	165609	206713
2224	165677	206630
2225	165746	206550
2226	165823	206478
2227	165906	206414
2228	165986	206347
2229	166064	206277
2230	166152	206219
2231	166233	206153
2232	166297	206066
2233	166376	205997
2234	166449	205920
2235	166526	205849
2236	166605	205780
2237	166668	205691
2238	166736	205609
2239	166817	205542
2240	166885	205460
2241	166947	205370
2242	167020	205294
2243	167085	205208
2244	167153	205126
2245	167213	205033
2246	167274	204943
2247	167345	204863
2248	167415	204784
2249	167479	204697
2250	167551	204619
2251	167621	204539
2252	167688	204456
2253	167759	204377
2254	167839	204309
2255	167905	204225
2256	167972	204142
2257	168044	204064
2258	168106	203974
2259	168167	203884
2260	168234	203800
2261	168305	203722
2262	168383	203652
2263	168476	203600
2264	168547	203522
2265	168617	203442
2266	168686	203361
2267	168753	203278
2268	168824	203199
2269	168900	203126
2270	168961	203036
2271	169024	202948
2272	169091	202865
2273	169164	202788
2274	169248	202726
2275	169317	202645
2276	169391	202570
2277	169466	202496
2278	169550	202433
2279	169626	202361
2280	169692	202276
2281	169769	202206
2282	169842	202129
2283	169911	202048
2284	169980	201967
2285	170046	201883
2286	170123	201812
2287	170187	201725
2288	170254	201642
2289	170328	201567
2290	170396	201486
2291	170471	201412
2292	170543	201334
2293	170610	201251
2294	170678	201169
2295	170747	201089
2296	170832	201028
2297	170916	200963
2298	171005	200906
2299	171087	200841
2300	171164	200770
2301	171238	200695
2302	171314	200622
2303	171382	200541
2304	171446	200455
2305	171521	200381
2306	171588	200297
2307	171650	200209
2308	171730	200141
2309	171800	200062
2310	171869	199980
2311	171932	199894
2312	172005	199817
2313	172097	199764
2314	172168	199686
2315	172250	199620
2316	172320	199540
2317	172388	199458
2318	172459	199380
2319	172535	199307
2320	172645	199274
2321	172719	199200
2322	172787	199118
2323	172867	199050
2324	172932	198965
2325	173007	198891
2326	173082	198818
2327	173163	198750
2328	173239	198679
2329	173315	198605
2330	173392	198535
2331	173468	198462
2332	173548	198394
2333	173623	198320
2334	173694	198242
2335	173784	198185
2336	173874	198128
2337	173950	198056
2338	174039	197998
2339	174130	197943
2340	174223	197890
2341	174324	197845
2342	174413	197788
2343	174483	197708
2344	174559	197635
2345	174640	197568
2346	174716	197495
2347	174812	197446
2348	174889	197374
2349	174958	197293
2350	175030	197216
2351	175095	197131
2352	175175	197063
2353	175261	197001
2354	175368	196963
2355	175474	196924
2356	175580	196885
2357	175660	196817
2358	175746	196755
2359	175851	196715
2360	175950	196668
2361	176049	196620
2362	176148	196573
2363	176229	196506
2364	176321	196451
2365	176402	196383
2366	176480	196313
2367	176571	196257
2368	176658	196195
2369	176766	196158
2370	176841	196084
2371	176940	196037
2372	177032	195982
2373	177140	195943
2374	177229	195885
2375	177334	195844
2376	177438	195801
2377	177533	195750
2378	177642	195712
2379	177735	195658
2380	177809	195582
2381	177870	195493
2382	177940	195413
2383	178009	195332
2384	178087	195261
2385	178158	195182
2386	178231	195106
2387	178297	195021
2388	178367	194942
2389	178440	194865
2390	178510	194786
2391	178584	194710
2392	178646	194622
2393	178721	194547
2394	178798	194476
2395	178904	194435
2396	178994	194377
2397	179075	194309
2398	179147	194232
2399	179219	194154
2400	179284	194069
2401	179363	193999
2402	179435	193921
2403	179505	193842
2404	179583	193771
2405	179664	193703
2406	179732	193621
2407	179808	193547
2408	179883	193473
2409	179956	193396
2410	180029	193320
2411	180096	193238
2412	180162	193153
2413	180243	193086
2414	180317	193010
2415	180389	192933
2416	180471	192866
2417	180552	192798
2418	180637	192734
2419	180723	192672
2420	180813	192613
2421	180899	192551
2422	180984	192486
2423	181071	192426
2424	181167	192373
2425	181243	192300
2426	181310	192217
2427	181379	192136
2428	181449	192057
2429	181526	191985
2430	181585	191893
2431	181645	191802
2432	181709	191717
2433	181782	191640
2434	181847	191556
2435	181928	191488
2436	181995	191405
2437	182066	191327
2438	182135	191246
2439	182201	191162
2440	182273	191084
2441	182339	191001
2442	182400	190911
2443	182472	190834
2444	182541	190753
2445	182607	190670
2446	182687	190601
2447	182769	190534
2448	182838	190454
2449	182901	190367
2450	182972	190288
2451	183033	190199
2452	183099	190115
2453	183164	190031
2454	183229	189947
2455	183301	189869
2456	183371	189789
2457	183435	189704
2458	183512	189631
2459	183583	189553
2460	183648	189469
2461	183717	189388
2462	183789	189311
2463	183879	189252
2464	183953	189177
2465	184023	189098
2466	184098	189024
2467	184163	188938
2468	184224	188850
2469	184304	188781
2470	184371	188698
2471	184441	188619
2472	184515	188544
2473	184584	188464
2474	184656	188386
2475	184732	188314
2476	184802	188234
2477	184865	188148
2478	184933	188067
2479	185001	187985
2480	185065	187899
2481	185138	187823
2482	185204	187740
2483	185276	187663
2484	185357	187594
2485	185427	187516
2486	185510	187449
2487	185587	187378
2488	185657	187298
2489	185749	187241
2490	185833	187176
2491	185908	187102
2492	185993	187037
2493	186079	186974
2494	186174	186920
2495	186261	186858
2496	186353	186800
2497	186462	186761
2498	186555	186705
2499	186642	186642
2500	186728	186579
2501	186821	186522
2502	186910	186462
2503	186988	186390
2504	187085	186338
2505	187174	186278
2506	187260	186214
2507	187345	186150
2508	187425	186081
2509	187522	186027
2510	187601	185957
2511	187681	185888
2512	187749	185806
2513	187824	185732
2514	187896	185654
2515	187990	185599
2516	188074	185534
2517	188140	185450
2518	188211	185371
2519	188278	185290
2520	188344	185206
2521	188420	185133
2522	188487	185051
2523	188559	184973
2524	188633	184898
2525	188703	184818
2526	188785	184751
2527	188859	184676
2528	188927	184594
2529	188995	184513
2530	189064	184432
2531	189125	184344
2532	189196	184266
2533	189267	184188
2534	189334	184106
2535	189408	184030
2536	189476	183949
2537	189566	183889
2538	189641	183815
2539	189736	183760
2540	189803	183678
2541	189875	183600
2542	189939	183516
2543	189999	183427
2544	190063	183341
2545	190128	183257
2546	190195	183175
2547	190255	183086
2548	190324	183007
2549	190396	182929
2550	190471	182855
2551	190545	182780
2552	190615	182701
2553	190690	182626
2554	190761	182548
2555	190857	182494
2556	190937	182424
2557	191020	182358
2558	191104	182292
2559	191166	182205
2560	191241	182131
2561	191310	182051
2562	191378	181969
2563	191446	181889
2564	191522	181815
2565	191595	181739
2566	191662	181657
2567	191731	181577
2568	191802	181499
2569	191876	181423
2570	191946	181345
2571	192017	181267
2572	192090	181190
2573	192153	181105
2574	192220	181022
2575	192291	180945
2576	192362	180866
2577	192423	180779
2578	192503	180709
2579	192568	180625
2580	192646	180555
2581	192729	180488
2582	192796	180406
2583	192861	180322
2584	192932	180244
2585	192994	180158
2586	193065	180080
2587	193134	180000
2588	193199	179917
2589	193262	179830
2590	193324	179744
2591	193401	179672
2592	193474	179596
2593	193544	179517
2594	193610	179434
2595	193677	179352
2596	193748	179275
2597	193810	179189
2598	193887	179116
2599	193958	179039
2600	194027	178958
2601	194099	178881
2602	194161	178795
2603	194228	178713
2604	194296	178633
2605	194358	178547
2606	194438	178478
2607	194515	178405
2608	194589	178329
2609	194664	178255
2610	194751	178192
2611	194843	178133
2612	194950	178089
2613	195027	178016
2614	195107	177947
2615	195184	177874
2616	195277	177816
2617	195350	177741
2618	195434	177674
2619	195506	177597
2620	195582	177523
2621	195653	177446
2622	195742	177384
2623	195842	177333
2624	195939	177278
2625	196062	177247
2626	196188	177219
2627	196289	177168
2628	196401	177127
2629	196516	177088
2630	196620	177040
2631	196735	177002
2632	196828	176943
2633	196925	176888
2634	197012	176824
2635	197098	176760
2636	197178	176690
2637	197252	176615
2638	197346	176557
2639	197418	176480
2640	197507	176418
2641	197598	176358
2642	197691	176299
2643	197776	176233
2644	197840	176149
2645	197909	176068
2646	197984	175994
2647	198057	175918
2648	198134	175845
2649	198225	175784
2650	198314	175722
2651	198429	175683
2652	198526	175627
2653	198595	175548
2654	198670	175473
2655	198752	175404
2656	198835	175337
2657	198915	175266
2658	198989	175191
2659	199080	175131
2660	199156	175057
2661	199228	174980
2662	199313	174914
2663	199387	174838
2664	199490	174788
2665	199585	174730
2666	199665	174660
2667	199759	174602
2668	199833	174526
2669	199903	174447
2670	199977	174371
2671	200053	174298
2672	200118	174214
2673	200194	174140
2674	200262	174059
2675	200330	173978
2676	200409	173908
2677	200492	173839
2678	200575	173772
2679	200659	173705
2680	200749	173643
2681	200857	173596
2682	200954	173541
2683	201066	173498
2684	201146	173428
2685	201247	173375
2686	201335	173311
2687	201442	173264
2688	201528	173199
2689	201620	173138
2690	201698	173066
2691	201786	173002
2692	201866	172932
2693	201950	172865
2694	202049	172810
2695	202123	172734
2696	202192	172654
2697	202264	172577
2698	202328	172492
2699	202399	172414
2700	202474	172339
2701	202558	172271
2702	202631	172195
2703	202702	172116
2704	202800	172061
2705	202881	171992
2706	202950	171911
2707	203022	171834
2708	203103	171764
2709	203166	171679
2710	203238	171601
2711	203313	171526
2712	203382	171446
2713	203460	171374
2714	203526	171291
2715	203594	171211
2716	203671	171137
2717	203751	171067
2718	203824	170991
2719	203894	170911
2720	203969	170836
2721	204034	170753
2722	204103	170673
2723	204186	170604
2724	204267	170535
2725	204338	170457
2726	204404	170374
2727	204477	170297
2728	204547	170219
2729	204615	170137
2730	204682	170056
2731	204766	169989
2732	204849	169920
2733	204921	169843
2734	204998	169770
2735	205068	169690
2736	205138	169612
2737	205212	169536
2738	205290	169463
2739	205363	169387
2740	205451	169323
2741	205528	169249
2742	205595	169168
2743	205664	169088
2744	205738	169012
2745	205831	168952
2746	205933	168899
2747	206043	168853
2748	206126	168785
2749	206192	168702
2750	206261	168623
2751	206336	168548
2752	206408	168471
2753	206481	168394
2754	206549	168313
2755	206622	168236
2756	206695	168160
2757	206773	168087
2758	206838	168004
2759	206905	167923
2760	206977	167845
2761	207042	167762
2762	207114	167685
2763	207178	167601
2764	207259	167531
2765	207328	167451
2766	207398	167372
2767	207466	167292
2768	207533	167211
2769	207597	167127
2770	207679	167057
2771	207791	167012
2772	207863	166935
2773	207932	166855
2774	208006	166780
2775	208080	166704
2776	208157	166630
2777	208223	166548
2778	208290	166467
2779	208357	166386
2780	208433	166312
2781	208511	166239
2782	208577	166157
2783	208644	166076
2784	208719	166001
2785	208784	165918
2786	208853	165838
2787	208932	165766
2788	209001	165687
2789	209070	165607
2790	209140	165528
2791	209201	165442
2792	209268	165361
2793	209344	165288
2794	209412	165207
2795	209478	165125
2796	209551	165048
2797	209625	164972
2798	209692	164892
2799	209765	164815
2800	209829	164732
2801	209899	164653
2802	209971	164576
2803	210035	164493
2804	210103	164412
2805	210195	164351
2806	210266	164273
2807	210347	164202
2808	210427	164131
2809	210500	164055
2810	210577	163982
2811	210652	163907
2812	210753	163852
2813	210832	163781
2814	210911	163709
2815	211012	163654
2816	211088	163580
2817	211161	163504
2818	211227	163422
2819	211297	163343
2820	211365	163262
2821	211446	163192
2822	211527	163122
2823	211619	163061
2824	211696	162987
2825	211765	162907
2826	211836	162830
2827	211916	162759
2828	211987	162680
2829	212064	162607
2830	212129	162524
2831	212191	162440
2832	212264	162364
2833	212333	162284
2834	212402	162205
2835	212482	162133
2836	212550	162054
2837	212628	161981
2838	212697	161901
2839	212771	161825
2840	212839	161745
2841	212910	161667
2842	212980	161589
2843	213045	161507
2844	213111	161425
2845	213183	161348
2846	213259	161274
2847	213327	161194
2848	213399	161117
2849	213483	161048
2850	213548	160966
2851	213623	160892
2852	213697	160816
2853	213764	160735
2854	213829	160653
2855	213901	160575
2856	213973	160499
2857	214038	160416
2858	214110	160339
2859	214179	160260
2860	214249	160181
2861	214311	160097
2862	214395	160029
2863	214474	159957
2864	214544	159878
2865	214622	159806
2866	214702	159735
2867	214767	159652
2868	214839	159575
2869	214908	159496
2870	214978	159418
2871	215053	159343
2872	215116	159259
2873	215186	159181
2874	215259	159104
2875	215327	159024
2876	215424	158966
2877	215505	158895
2878	215568	158812
2879	215648	158740
2880	215721	158664
2881	215797	158590
2882	215878	158520
2883	215970	158458
2884	216054	158390
2885	216121	158309
2886	216188	158228
2887	216257	158149
2888	216323	158068
2889	216390	157987
2890	216463	157911
2891	216530	157830
2892	216606	157756
2893	216682	157682
2894	216746	157599
2895	216821	157525
2896	216886	157443
2897	216965	157370
2898	217030	157289
2899	217093	157205
2900	217168	157131
2901	217233	157048
2902	217311	156976
2903	217385	156900
2904	217461	156826
2905	217544	156757
2906	217619	156683
2907	217699	156611
2908	217774	156536
2909	217846	156460
2910	217912	156379
2911	217986	156303
2912	218056	156225
2913	218127	156147
2914	218202	156072
2915	218273	155994
2916	218339	155914
2917	218414	155839
2918	218490	155765
2919	218552	155680
2920	218626	155605
2921	218698	155528
2922	218767	155449
2923	218843	155375
2924	218902	155289
2925	218971	155210
2926	219031	155125
2927	219093	155041
2928	219163	154963
2929	219230	154883
2930	219300	154804
2931	219377	154731
2932	219450	154655
2933	219517	154574
2934	219580	154491
2935	219646	154411
2936	219713	154330
2937	219780	154250
2938	219852	154173
2939	219925	154097
2940	220008	154028
2941	220083	153953
2942	220153	153875
2943	220228	153800
2944	220294	153720
2945	220364	153641
2946	220446	153571
2947	220511	153490
2948	220588	153417
2949	220666	153344
2950	220751	153276
2951	220836	153209
2952	220933	153149
2953	221021	153084
2954	221119	153024
2955	221180	152941
2956	221254	152865
2957	221324	152787
2958	221393	152708
2959	221463	152630
2960	221553	152565
2961	221641	152500
2962	221753	152450
2963	221866	152402
2964	221967	152345
2965	222048	152274
2966	222145	152215
2967	222229	152146
2968	222323	152084
2969	222417	152022
2970	222490	151946
2971	222564	151871
2972	222638	151795
2973	222718	151723
2974	222780	151640
2975	222843	151557
2976	222920	151484
2977	222993	151407
2978	223059	151326
2979	223131	151250
2980	223197	151169
2981	223263	151088
2982	223332	151009
2983	223402	150931
2984	223489	150864
2985	223562	150788
2986	223664	150731
2987	223751	150665
2988	223816	150583
2989	223890	150508
2990	223987	150448
2991	224049	150364
2992	224120	150287
2993	224190	150209
2994	224254	150126
2995	224322	150047
2996	224388	149966
2997	224460	149890
2998	224521	149805
2999	224593	149729
3000	224664	149651
3001	224742	149578
3002	224803	149494
3003	224871	149415
3004	224944	149339
3005	225013	149260
3006	225080	149180
3007	225147	149100
3008	225215	149020
3009	225289	148945
3010	225362	148869
3011	225436	148794
3012	225509	148717
3013	225581	148641
3014	225651	148563
3015	225738	148496
3016	225823	148428
3017	225903	148356
3018	225990	148289
3019	226063	148213
3020	226129	148133
3021	226202	148056
3022	226271	147978
3023	226353	147908
3024	226432	147836
3025	226500	147757
3026	226570	147679
3027	226643	147602
3028	226719	147528
3029	226782	147446
3030	226853	147368
3031	226926	147292
3032	226987	147208
3033	227053	147128
3034	227124	147050
3035	227189	146969
3036	227254	146888
3037	227329	146814
3038	227409	146742
3039	227483	146666
3040	227546	146584
3041	227620	146508
3042	227698	146436
3043	227765	146356
3044	227834	146278
3045	227906	146201
3046	227966	146117
3047	228037	146039
3048	228102	145958
3049	228169	145879
3050	228249	145807
3051	228311	145724
3052	228376	145643
3053	228472	145581
3054	228542	145504
3055	228622	145432
3056	228687	145351
3057	228755	145272
3058	228831	145198
3059	228899	145119
3060	228976	145045
3061	229048	144969
3062	229119	144892
3063	229188	144813
3064	229262	144738
3065	229330	144659
3066	229411	144588
3067	229480	144509
3068	229550	144431
3069	229631	144361
3070	229704	144285
3071	229774	144207
3072	229842	144128
3073	229908	144048
3074	229981	143971
3075	230051	143894
3076	230117	143814
3077	230187	143736
3078	230256	143658
3079	230326	143580
3080	230414	143513
3081	230487	143437
3082	230561	143362
3083	230641	143290
3084	230740	143231
3085	230826	143163
3086	230913	143096
3087	231009	143034
3088	231080	142957
3089	231154	142882
3090	231236	142811
3091	231316	142739
3092	231394	142667
3093	231468	142591
3094	231548	142520
3095	231623	142445
3096	231690	142365
3097	231758	142286
3098	231830	142210
3099	231909	142138
3100	231977	142058
3101	232053	141985
3102	232163	141931
3103	232267	141875
3104	232376	141820
3105	232473	141759
3106	232565	141695
3107	232649	141625
3108	232747	141565
3109	232827	141493
3110	232917	141427
3111	233002	141359
3112	233086	141289
3113	233174	141222
3114	233257	141152
3115	233347	141086
3116	233439	141022
3117	233528	140955
3118	233612	140886
3119	233703	140821
3120	233791	140754
3121	233884	140690
3122	233967	140620
3123	234047	140548
3124	234130	140478
3125	234207	140404
3126	234278	140327
3127	234388	140273
3128	234467	140200
3129	234538	140123
3130	234603	140042
3131	234674	139965
3132	234758	139895
3133	234864	139839
3134	234937	139763
3135	235014	139689
3136	235087	139613
3137	235162	139538
3138	235226	139457
3139	235293	139377
3140	235377	139307
3141	235439	139225
3142	235504	139144
3143	235574	139066
3144	235639	138986
3145	235727	138918
3146	235805	138845
3147	235893	138778
3148	236004	138725
3149	236094	138658
3150	236172	138585
3151	236254	138514
3152	236334	138442
3153	236427	138378
3154	236518	138312
3155	236626	138256
3156	236715	138190
3157	236797	138119
3158	236869	138042
3159	236947	137969
3160	237016	137891
3161	237089	137814
3162	237167	137741
3163	237246	137669
3164	237325	137596
3165	237419	137532
3166	237503	137462
3167	237580	137388
3168	237650	137310
3169	237728	137237
3170	237817	137170
3171	237915	137108
3172	238020	137051
3173	238082	136968
3174	238154	136892
3175	238221	136812
3176	238289	136733
3177	238366	136659
3178	238464	136597
3179	238590	136552
3180	238703	136498
3181	238813	136443
3182	238932	136393
3183	239032	136332
3184	239145	136279
3185	239263	136228
3186	239368	136170
3187	239473	136112
3188	239580	136055
3189	239685	135996
3190	239770	135927
3191	239889	135877
3192	239990	135816
3193	240088	135754
3194	240187	135692
3195	240290	135633
3196	240417	135587
3197	240513	135523
3198	240629	135471
3199	240748	135421
3200	240867	135370
3201	240992	135323
3202	241099	135265
3203	241184	135195
3204	241282	135133
3205	241386	135074
3206	241498	135019
3207	241619	134969
3208	241736	134917
3209	241824	134849
3210	241889	134767
