iter	MultiClass
445	0.679523348
446	0.6795014729
447	0.6794707406
448	0.6794434624
449	0.6794137314
450	0.6793854942
451	0.6793624591
452	0.6793383395
453	0.6793125886
454	0.6792777975
455	0.6792500025
456	0.6792192365
457	0.6791907327
458	0.6791535496
459	0.6791216134
460	0.6790911625
461	0.6790734249
462	0.6790425707
463	0.6790199656
464	0.6789912218
465	0.6789663001
466	0.6789380695
467	0.6789156601
468	0.6788867608
469	0.678860246
470	0.6788397662
471	0.6788102868
472	0.6787745734
473	0.6787535845
474	0.6787255335
475	0.6787048855
476	0.6786712614
477	0.6786423437
478	0.6786177441
479	0.6785884929
480	0.6785644506
481	0.6785389609
482	0.6785118634
483	0.6784898368
484	0.6784642904
485	0.678441892
486	0.6784185934
487	0.6783857669
488	0.6783602001
489	0.6783284696
490	0.6783034997
491	0.6782810552
492	0.6782526868
493	0.6782158366
494	0.6781901614
495	0.6781633918
496	0.6781405021
497	0.678111581
498	0.6780913772
499	0.6780650631
500	0.6780356275
501	0.6780123243
502	0.6779907028
503	0.6779680229
504	0.6779381914
505	0.6779158164
506	0.6778902116
507	0.6778602097
508	0.6778369936
509	0.6778125122
510	0.6777802053
511	0.6777535727
512	0.6777343109
513	0.677708337
514	0.6776848364
515	0.6776525268
516	0.6776247618
517	0.6775991519
518	0.6775652561
519	0.6775457185
520	0.6775200256
521	0.6774933369
522	0.6774709819
523	0.6774506061
524	0.6774235382
525	0.6774006313
526	0.6773754483
527	0.6773483746
528	0.6773241515
529	0.6772898648
530	0.6772578065
531	0.6772338827
532	0.6772044433
533	0.677178157
534	0.6771492354
535	0.6771131436
536	0.6770889788
537	0.6770628033
538	0.6770320826
539	0.6770040273
540	0.6769816908
541	0.6769588369
542	0.676928236
543	0.6769065931
544	0.6768764444
545	0.6768519299
546	0.6768271964
547	0.6768013662
548	0.6767735765
549	0.6767491697
550	0.6767167969
551	0.6766835838
552	0.6766563775
553	0.6766251439
554	0.6765971322
555	0.6765750034
556	0.6765497624
557	0.676528539
558	0.6765072548
559	0.6764788611
560	0.6764504782
561	0.676424969
562	0.6763922475
563	0.6763726097
564	0.6763452311
565	0.6763253723
566	0.6763054814
567	0.6762879069
568	0.6762603579
569	0.6762341018
570	0.6762075879
571	0.6761889442
572	0.6761586153
573	0.6761314951
574	0.6761041048
575	0.6760780467
576	0.6760535837
577	0.6760236113
578	0.6760027274
579	0.6759783136
580	0.6759522801
581	0.6759248205
582	0.6758959832
583	0.6758742225
584	0.6758465895
585	0.6758182773
586	0.6757944848
587	0.6757664349
588	0.6757435122
589	0.6757216869
590	0.6756984279
591	0.6756748301
592	0.6756501022
593	0.6756314595
594	0.6756045569
595	0.6755839061
596	0.6755537344
597	0.6755223448
598	0.6754978515
599	0.6754751798
600	0.6754460241
601	0.6754179773
602	0.6753924086
603	0.675368252
604	0.6753377686
605	0.6753151652
606	0.6752926764
607	0.6752642861
608	0.675234127
609	0.6752156533
610	0.6751955112
611	0.6751648623
612	0.6751450601
613	0.6751161027
614	0.6750884594
615	0.6750584963
616	0.6750280207
617	0.6749951233
618	0.6749672229
619	0.6749507991
620	0.6749215029
621	0.6748941953
622	0.6748629455
623	0.6748326058
624	0.6748058505
625	0.6747768256
626	0.6747523537
627	0.6747274928
628	0.6746996524
629	0.6746708741
630	0.6746422769
631	0.6746164806
632	0.674588747
633	0.6745635794
634	0.6745332357
635	0.6745186331
636	0.6744877695
637	0.6744668931
638	0.6744455264
639	0.674424363
640	0.6743998763
641	0.674377402
642	0.6743564734
643	0.674336965
644	0.6743154897
645	0.6742835951
646	0.6742505548
647	0.674232798
648	0.6742158714
649	0.6741877537
650	0.6741692733
651	0.6741487949
652	0.6741222414
653	0.6741020268
654	0.6740784735
655	0.6740551155
656	0.6740276493
657	0.6739995716
658	0.6739775734
659	0.6739463739
660	0.6739219909
661	0.6739032288
662	0.6738695861
663	0.6738506777
664	0.673827709
665	0.6738029511
666	0.673769397
667	0.6737382935
668	0.6737034295
669	0.6736802739
670	0.673646454
671	0.6736210748
672	0.6735990539
673	0.6735832211
674	0.6735649541
675	0.6735456447
676	0.6735187874
677	0.6734901931
678	0.6734722385
679	0.6734486978
680	0.673423479
681	0.6733934991
682	0.6733707686
683	0.6733416265
684	0.6733197463
685	0.6732972395
686	0.6732716372
687	0.6732439988
688	0.6732221743
689	0.6731962106
690	0.673175709
691	0.6731530532
692	0.6731257659
693	0.6730990844
694	0.6730752842
695	0.6730602096
696	0.6730372972
697	0.6730072987
698	0.6729809193
699	0.6729561675
700	0.6729389361
701	0.6729129644
702	0.6728794681
703	0.6728539596
704	0.6728243133
705	0.6728054702
706	0.6727789832
707	0.6727545167
708	0.6727279858
709	0.6727013431
710	0.6726718868
711	0.6726448167
712	0.6726229496
713	0.6725910295
714	0.672558283
715	0.6725353358
716	0.6725118488
717	0.6724922316
718	0.6724661645
719	0.6724389525
720	0.6724127938
721	0.6723839497
722	0.6723681472
723	0.6723500191
724	0.6723231829
725	0.672296519
726	0.6722803646
727	0.6722617896
728	0.6722379246
729	0.6722132919
730	0.6721919043
731	0.6721664623
732	0.6721387632
733	0.6721151917
734	0.6720976033
735	0.6720747216
736	0.6720463893
737	0.6720188935
738	0.6719864871
739	0.6719565148
740	0.6719316987
741	0.6719051803
742	0.6718801918
743	0.6718483235
744	0.6718241864
745	0.6718001424
746	0.6717777354
747	0.671749776
748	0.6717235535
749	0.6717023813
750	0.6716714752
751	0.6716420473
752	0.6716226289
753	0.6715993301
754	0.6715750434
755	0.6715435564
756	0.6715189276
757	0.6714952262
758	0.671472118
759	0.6714504368
760	0.6714242016
761	0.6714028889
762	0.6713776321
763	0.6713586288
764	0.6713341614
765	0.6713102506
766	0.6712859433
767	0.6712638751
768	0.6712446937
769	0.6712292414
770	0.6712067462
771	0.6711809613
772	0.6711619466
773	0.6711363583
774	0.6711157947
775	0.6710888212
776	0.6710657807
777	0.6710387504
778	0.671015168
779	0.6709855747
780	0.670966248
781	0.6709443275
782	0.6709211586
783	0.6708861463
784	0.6708581776
785	0.6708285352
786	0.6707963933
787	0.6707770038
788	0.6707535714
789	0.6707303656
790	0.6707036289
791	0.6706771283
792	0.670654481
793	0.670634379
794	0.6706100356
795	0.6705940311
796	0.6705752962
797	0.6705535057
798	0.670535181
799	0.6705104488
800	0.6704899855
801	0.6704639903
802	0.6704404713
803	0.6704106989
804	0.6703892913
805	0.6703650481
806	0.6703504814
807	0.670323944
808	0.6703008081
809	0.6702764744
810	0.6702517417
811	0.6702309187
812	0.6702081764
813	0.6701795925
814	0.6701491049
815	0.6701275181
816	0.6701047647
817	0.6700780007
818	0.6700504758
819	0.6700227395
820	0.6699893188
821	0.6699648008
822	0.6699396184
823	0.6699185794
824	0.6698987332
825	0.6698659546
826	0.6698368496
827	0.6698048338
828	0.6697762928
829	0.6697545539
830	0.6697302196
831	0.6697077715
832	0.6696811886
833	0.6696651935
834	0.6696374978
835	0.6696132389
836	0.6695870032
837	0.6695666978
838	0.6695417559
839	0.6695170775
840	0.6694939498
841	0.6694764918
842	0.6694478966
843	0.6694154552
844	0.6693904902
845	0.6693668963
846	0.6693530281
847	0.6693251101
848	0.6692964154
849	0.6692773099
850	0.6692623135
851	0.6692380567
852	0.6692104032
853	0.6691823928
854	0.6691613393
855	0.6691350604
856	0.6691144362
857	0.669094728
858	0.6690627819
859	0.6690325958
860	0.6690196719
861	0.6689958655
862	0.6689760934
863	0.6689530668
864	0.6689272028
865	0.6689099474
866	0.6688853989
867	0.6688601972
868	0.6688363391
869	0.6688102927
870	0.6687902112
871	0.668766615
872	0.6687415287
873	0.6687184016
874	0.6686970538
875	0.6686763155
876	0.6686521169
877	0.668623045
878	0.6685944316
879	0.6685674081
880	0.668547546
881	0.668524216
882	0.6685040389
883	0.6684859214
884	0.6684580912
885	0.6684389097
886	0.6684046915
887	0.6683771957
888	0.6683486922
889	0.668333673
890	0.668316066
891	0.6682953339
892	0.6682796646
893	0.6682574864
894	0.6682363542
895	0.6682213037
896	0.6681988543
897	0.6681748181
898	0.6681596778
899	0.6681387142
900	0.6681031015
901	0.668078911
902	0.6680563956
903	0.6680288968
904	0.6680137078
905	0.6679902887
906	0.6679719318
907	0.6679534011
908	0.667928961
909	0.6679115195
910	0.6678912695
911	0.6678712215
912	0.6678476465
913	0.6678250957
914	0.6678003176
915	0.6677752446
916	0.6677558827
917	0.6677352447
918	0.667715283
919	0.6676900895
920	0.6676684729
921	0.6676404412
922	0.6676223632
923	0.6675978884
924	0.6675835736
925	0.6675588199
926	0.6675327826
927	0.6675094301
928	0.6674854806
929	0.6674553183
930	0.6674282331
931	0.6674075438
932	0.6673925181
933	0.6673649536
934	0.6673423397
935	0.6673240038
936	0.6673112366
937	0.667291952
938	0.6672674816
939	0.6672437405
940	0.6672203284
941	0.6672000118
942	0.6671806403
943	0.6671632662
944	0.6671407439
945	0.6671183133
946	0.6670983559
947	0.6670625769
948	0.6670384735
949	0.6670160843
950	0.6669998642
951	0.6669702217
952	0.6669457995
953	0.6669202399
954	0.6668927801
955	0.6668686372
956	0.6668459153
957	0.6668241636
958	0.6667980139
959	0.6667751353
960	0.6667539736
961	0.6667337595
962	0.6667090377
963	0.6666841731
964	0.6666588109
965	0.6666313202
966	0.6666049525
967	0.6665809622
968	0.6665659367
969	0.6665449969
970	0.666520996
971	0.666497107
972	0.6664740829
973	0.6664560151
974	0.666437744
975	0.6664236054
976	0.6664029136
977	0.6663833685
978	0.6663635857
979	0.6663440346
980	0.6663216275
981	0.6663089911
982	0.6662836595
983	0.6662646605
984	0.6662500133
985	0.6662363063
986	0.6662100782
987	0.6661850379
988	0.666161367
989	0.6661343788
990	0.6661170077
991	0.6660931517
992	0.6660730737
993	0.6660553167
994	0.6660363162
995	0.6660108712
996	0.6659857425
997	0.6659611208
998	0.6659454048
999	0.6659196191
1000	0.6658947584
1001	0.6658737351
1002	0.6658422162
1003	0.6658109518
1004	0.66579007
1005	0.6657654451
1006	0.6657499349
1007	0.6657288887
1008	0.6657049055
1009	0.66568824
1010	0.6656667308
1011	0.6656484846
1012	0.6656229226
1013	0.6655979298
1014	0.6655784419
1015	0.6655595239
1016	0.6655350563
1017	0.6655135711
1018	0.6654870028
1019	0.6654580997
1020	0.6654359447
1021	0.6654089334
1022	0.665387366
1023	0.665371173
1024	0.6653534391
1025	0.665326306
1026	0.6653060746
1027	0.6652803521
1028	0.665255317
1029	0.6652282355
1030	0.66519925
1031	0.6651777205
1032	0.6651558995
1033	0.6651298824
1034	0.6651053365
1035	0.665075017
1036	0.6650523989
1037	0.6650323274
1038	0.6650096706
1039	0.6649920172
1040	0.6649755274
1041	0.6649524082
1042	0.6649304707
1043	0.6649000679
1044	0.6648814137
1045	0.6648662027
1046	0.6648413301
1047	0.6648271844
1048	0.6648027863
1049	0.6647739029
1050	0.6647598795
1051	0.6647370884
1052	0.6647158835
1053	0.6646843223
1054	0.6646552683
1055	0.6646308721
1056	0.6646136392
1057	0.6645985113
1058	0.6645723433
1059	0.6645417337
1060	0.664513533
1061	0.6644881126
1062	0.6644692863
1063	0.6644437608
1064	0.6644091961
1065	0.6643766494
1066	0.6643449007
1067	0.6643253561
1068	0.6643035976
1069	0.6642768734
1070	0.6642593422
1071	0.6642412087
1072	0.6642268074
1073	0.6641975435
1074	0.6641764917
1075	0.6641568221
1076	0.6641369591
1077	0.6641163509
1078	0.6640936672
1079	0.6640713264
1080	0.6640492514
1081	0.6640318028
1082	0.6640108765
1083	0.6639892305
1084	0.6639710799
1085	0.6639460821
1086	0.663931638
1087	0.6639044693
1088	0.6638870348
1089	0.6638614566
1090	0.6638313131
1091	0.6638076179
1092	0.6637891211
1093	0.6637695149
1094	0.6637486335
1095	0.6637287634
1096	0.6637055887
1097	0.6636870296
1098	0.6636662775
1099	0.6636372442
1100	0.66361619
1101	0.6635974338
1102	0.6635755174
1103	0.6635503794
1104	0.6635298542
1105	0.6635069596
1106	0.6634879028
1107	0.6634577282
1108	0.6634386798
1109	0.6634062806
1110	0.6633851992
1111	0.6633667238
1112	0.663348843
1113	0.6633242817
1114	0.6633097397
1115	0.6632883901
1116	0.6632678256
1117	0.6632413566
1118	0.6632219586
1119	0.6632006442
1120	0.6631849587
1121	0.663164766
1122	0.663142772
1123	0.6631175921
1124	0.6630975158
1125	0.6630735068
1126	0.6630516525
1127	0.6630381424
1128	0.663018603
1129	0.6629992572
1130	0.6629762238
1131	0.662947857
1132	0.6629293916
1133	0.6629061274
1134	0.6628815885
1135	0.6628576782
1136	0.6628329786
1137	0.6628122499
1138	0.662794333
1139	0.6627771105
1140	0.6627512115
1141	0.6627259152
1142	0.6627056157
1143	0.6626878494
1144	0.6626646038
1145	0.6626393726
1146	0.6626219586
1147	0.6625866548
1148	0.6625666375
1149	0.6625428187
1150	0.6625144756
1151	0.6624985311
1152	0.6624694471
1153	0.6624384159
1154	0.6624157325
1155	0.6623955836
1156	0.6623756416
1157	0.6623570516
1158	0.6623321321
1159	0.6623049414
1160	0.6622821036
1161	0.6622665432
1162	0.6622515363
1163	0.6622281344
1164	0.6622148777
1165	0.6621892527
1166	0.6621655234
1167	0.6621426177
1168	0.6621225938
1169	0.6621028494
1170	0.6620897191
1171	0.6620719722
1172	0.6620502732
1173	0.6620248876
1174	0.6620085903
1175	0.6619798013
1176	0.6619646297
1177	0.6619428651
1178	0.6619198022
1179	0.6618940953
1180	0.6618618496
1181	0.6618436625
1182	0.6618282613
1183	0.6618046604
1184	0.6617830941
1185	0.6617677017
1186	0.6617458127
1187	0.6617241858
1188	0.661706302
1189	0.6616858303
1190	0.6616708745
1191	0.6616425754
1192	0.6616210034
1193	0.6616017754
1194	0.661577967
1195	0.6615587909
1196	0.6615339489
1197	0.6615157564
1198	0.6614924554
1199	0.6614738012
1200	0.6614466351
1201	0.661426409
1202	0.661406928
1203	0.6613880124
1204	0.6613652615
1205	0.6613385305
1206	0.661322724
1207	0.6613049114
1208	0.6612840363
1209	0.6612708247
1210	0.6612439757
1211	0.6612230672
1212	0.6612000976
1213	0.6611802425
1214	0.6611632863
1215	0.6611465552
1216	0.6611258973
1217	0.6610947725
1218	0.6610689677
1219	0.6610475128
1220	0.6610267873
1221	0.6610036191
1222	0.6609846481
1223	0.6609649549
1224	0.6609394954
1225	0.6609179472
1226	0.6608990036
1227	0.6608851074
1228	0.6608617358
1229	0.6608422249
1230	0.6608143918
1231	0.6607938416
1232	0.6607755079
1233	0.6607500904
1234	0.6607277496
1235	0.6607081444
1236	0.6606885917
1237	0.6606609827
1238	0.660637279
1239	0.6606174968
1240	0.6606023933
1241	0.6605749092
1242	0.6605522136
1243	0.660530033
1244	0.6605123457
1245	0.6604899908
1246	0.6604707942
1247	0.6604516558
1248	0.6604216135
1249	0.6604056818
1250	0.660388517
1251	0.6603682926
1252	0.6603464998
1253	0.660326477
1254	0.6603047541
1255	0.6602821097
1256	0.6602569672
1257	0.6602335507
1258	0.6602164565
1259	0.6601947382
1260	0.6601783759
1261	0.6601536996
1262	0.6601350935
1263	0.6601046452
1264	0.6600827834
1265	0.6600601794
1266	0.6600453779
1267	0.6600315979
1268	0.6600117574
1269	0.6599888755
1270	0.659960135
1271	0.6599382988
1272	0.6599128879
1273	0.6598965954
1274	0.6598721379
1275	0.6598553684
1276	0.6598317149
1277	0.6598165079
1278	0.659793431
1279	0.6597732399
1280	0.6597473663
1281	0.6597230141
1282	0.6597096824
1283	0.6596900215
1284	0.6596624226
1285	0.6596392067
1286	0.6596245743
1287	0.6596050953
1288	0.659583003
1289	0.6595589337
1290	0.659536249
1291	0.6595187934
1292	0.6595005008
1293	0.6594798705
1294	0.6594630134
1295	0.6594430031
1296	0.6594151667
1297	0.6593927416
1298	0.6593709116
1299	0.659353583
1300	0.6593395931
1301	0.6593206088
1302	0.6592970773
1303	0.6592793829
1304	0.6592563528
1305	0.659221589
1306	0.6592071349
1307	0.6591905315
1308	0.6591687825
1309	0.6591515872
1310	0.6591306155
1311	0.6591187343
1312	0.6590976948
1313	0.6590759619
1314	0.6590535515
1315	0.6590390598
1316	0.6590207883
1317	0.6589974853
1318	0.6589782983
1319	0.6589572529
1320	0.6589397399
1321	0.6589216795
1322	0.6589042616
1323	0.6588851488
1324	0.6588603126
1325	0.658837308
1326	0.6588143124
1327	0.6587919374
1328	0.6587770962
1329	0.6587499096
1330	0.6587335053
1331	0.6587098863
1332	0.6586957357
1333	0.6586720193
1334	0.6586525291
1335	0.658637032
1336	0.6586245562
1337	0.6586038356
1338	0.6585826359
1339	0.658564328
1340	0.6585376199
1341	0.6585144273
1342	0.658490041
1343	0.6584634308
1344	0.6584446111
1345	0.6584271704
1346	0.6584115002
1347	0.6583845943
1348	0.6583555851
1349	0.6583299956
1350	0.6583034891
1351	0.6582795137
1352	0.6582648795
1353	0.6582437862
1354	0.6582248052
1355	0.658205061
1356	0.6581881346
1357	0.6581711669
1358	0.6581590184
1359	0.6581435294
1360	0.6581301242
1361	0.6581089327
1362	0.6580941673
1363	0.6580740625
1364	0.658053406
1365	0.6580268174
1366	0.6580027883
1367	0.6579763197
1368	0.6579619791
1369	0.6579428885
1370	0.6579196137
1371	0.6579033901
1372	0.6578874642
1373	0.6578727637
1374	0.6578553801
1375	0.6578297194
1376	0.6578041005
1377	0.6577803897
1378	0.657755686
1379	0.6577407165
1380	0.6577188453
1381	0.6576898639
1382	0.6576645176
1383	0.6576376727
1384	0.6576137255
1385	0.6575918633
1386	0.6575741126
1387	0.6575595172
1388	0.6575302622
1389	0.6575169599
1390	0.6574939974
1391	0.6574768096
1392	0.6574561324
1393	0.6574298862
1394	0.6574092324
1395	0.6573903247
1396	0.657376544
1397	0.6573631009
1398	0.6573436222
1399	0.6573276727
1400	0.6572971381
1401	0.6572646289
1402	0.6572491125
1403	0.6572259746
1404	0.6572056828
1405	0.657188403
1406	0.6571695136
1407	0.6571509817
1408	0.6571267418
1409	0.6571020303
1410	0.6570837367
1411	0.6570606159
1412	0.657041245
1413	0.6570222094
1414	0.6569972292
1415	0.6569760849
1416	0.6569539589
1417	0.6569384951
1418	0.6569175344
1419	0.6568983261
1420	0.6568730246
1421	0.6568563543
1422	0.6568366329
1423	0.6568140314
1424	0.6567940537
1425	0.6567669589
1426	0.6567494569
1427	0.6567237217
1428	0.6567070456
1429	0.6566895807
1430	0.6566710653
1431	0.6566539253
1432	0.6566315836
1433	0.6566045601
1434	0.6565868137
1435	0.6565643334
1436	0.6565375029
1437	0.6565079862
1438	0.6564835503
1439	0.656466448
1440	0.6564415929
1441	0.6564197387
1442	0.6563937969
1443	0.6563768296
1444	0.6563560529
1445	0.6563302059
1446	0.6563155607
1447	0.6562950601
1448	0.6562681399
1449	0.6562514502
1450	0.656225193
1451	0.656207102
1452	0.6561961404
1453	0.6561704026
1454	0.6561544371
1455	0.6561298547
1456	0.6561123138
1457	0.6560928056
1458	0.6560789736
1459	0.6560604514
1460	0.6560380675
1461	0.6560165577
1462	0.6559914833
1463	0.6559739105
1464	0.6559509276
1465	0.6559295948
1466	0.6559132779
1467	0.6558880577
1468	0.6558620173
1469	0.6558405114
1470	0.6558126429
1471	0.6557948206
1472	0.6557797847
1473	0.6557523962
1474	0.6557343023
1475	0.6557114579
1476	0.6556901993
1477	0.655671482
1478	0.655651297
1479	0.6556297606
1480	0.6556131475
1481	0.6555885962
1482	0.6555680221
1483	0.6555520729
1484	0.6555321512
1485	0.6555063723
1486	0.6554907293
1487	0.6554763967
1488	0.6554624649
1489	0.6554486034
1490	0.655421168
1491	0.6553943201
1492	0.6553752946
1493	0.6553610444
1494	0.6553371515
1495	0.6553200887
1496	0.6553007166
1497	0.6552780702
1498	0.6552558964
1499	0.6552240216
1500	0.6552073233
1501	0.6551871082
1502	0.6551683012
1503	0.6551529081
1504	0.6551330278
1505	0.6551182912
1506	0.6550932692
1507	0.6550715045
1508	0.6550574174
1509	0.6550394449
1510	0.6550143225
1511	0.6549975769
